i,tau,E
5178,inf,3.02217
5179,inf,3.02219
5180,inf,3.02235
5181,inf,3.02287
5182,inf,3.023
5183,inf,3.02309
5184,inf,3.02318
5185,inf,3.02327
5186,inf,3.02337
5187,inf,3.02349
5188,inf,3.02402
5189,inf,3.02406
5190,inf,3.02413
5191,inf,3.02434
5192,inf,3.02434
5193,inf,3.02488
5194,inf,3.02525
5195,inf,3.02529
5196,inf,3.02537
5197,inf,3.02553
5198,inf,3.02564
5199,inf,3.02581
5200,inf,3.02602
5201,inf,3.02608
5202,inf,3.02621
5203,inf,3.02647
5204,inf,3.02676
5205,inf,3.02697
5206,inf,3.027
5207,inf,3.02701
5208,inf,3.02714
5209,inf,3.02721
5210,inf,3.0273
5211,inf,3.02743
5212,inf,3.02749
5213,inf,3.02776
5214,inf,3.02787
5215,inf,3.02801
5216,inf,3.0285
5217,inf,3.02893
5218,inf,3.02897
5219,inf,3.02904
5220,inf,3.02913
5221,inf,3.02916
5222,inf,3.02928
5223,inf,3.02947
5224,inf,3.02967
5225,inf,3.0297
5226,inf,3.02982
5227,inf,3.02985
5228,inf,3.02993
5229,inf,3.02994
5230,inf,3.03033
5231,inf,3.03039
5232,inf,3.03056
5233,inf,3.03057
5234,inf,3.03062
5235,inf,3.03078
5236,inf,3.03082
5237,inf,3.03087
5238,inf,3.03104
5239,inf,3.03122
5240,inf,3.03151
5241,inf,3.0317
5242,inf,3.03171
5243,inf,3.03209
5244,inf,3.03213
5245,inf,3.03216
5246,inf,3.03225
5247,inf,3.03225
5248,inf,3.03229
5249,inf,3.03235
5250,inf,3.03243
5251,inf,3.03244
5252,inf,3.0325
5253,inf,3.03256
5254,inf,3.03267
5255,inf,3.03278
5256,inf,3.03317
5257,inf,3.03344
5258,inf,3.03347
5259,inf,3.03388
5260,inf,3.0339
5261,inf,3.03418
5262,inf,3.03426
5263,inf,3.03445
5264,inf,3.0346
5265,inf,3.03476
5266,inf,3.03478
5267,inf,3.03512
5268,inf,3.03566
5269,inf,3.03569
5270,inf,3.0358
5271,inf,3.03634
5272,inf,3.03676
5273,inf,3.03684
5274,inf,3.03699
5275,inf,3.03708
5276,inf,3.03714
5277,inf,3.03732
5278,inf,3.03744
5279,inf,3.03745
5280,inf,3.03776
5281,inf,3.03789
5282,inf,3.03796
5283,inf,3.03826
5284,inf,3.03854
5285,inf,3.03899
5286,inf,3.03908
5287,inf,3.03919
5288,inf,3.0392
5289,inf,3.03942
5290,inf,3.03953
5291,inf,3.03957
5292,inf,3.03996
5293,inf,3.03997
5294,inf,3.04004
5295,inf,3.04009
5296,inf,3.04013
5297,inf,3.04022
5298,inf,3.04035
5299,inf,3.04063
5300,inf,3.04067
5301,inf,3.04079
5302,inf,3.04091
5303,inf,3.04107
5304,inf,3.04133
5305,inf,3.04138
5306,inf,3.04148
5307,inf,3.04151
5308,inf,3.04153
5309,inf,3.04165
5310,inf,3.04166
5311,inf,3.04218
5312,inf,3.04219
5313,inf,3.04224
5314,inf,3.04228
5315,inf,3.04245
5316,inf,3.04268
5317,inf,3.04271
5318,inf,3.04273
5319,inf,3.04282
5320,inf,3.04289
5321,inf,3.043
5322,inf,3.04346
5323,inf,3.04353
5324,inf,3.04378
5325,inf,3.04379
5326,inf,3.04383
5327,inf,3.04384
5328,inf,3.04385
5329,inf,3.04433
5330,inf,3.04443
5331,inf,3.04483
5332,inf,3.04507
5333,inf,3.0451
5334,inf,3.04531
5335,inf,3.04541
5336,inf,3.04565
5337,inf,3.04566
5338,inf,3.04578
5339,inf,3.04587
5340,inf,3.04593
5341,inf,3.04614
5342,inf,3.0462
5343,inf,3.04625
5344,inf,3.04654
5345,inf,3.04691
5346,inf,3.047
5347,inf,3.04709
5348,inf,3.04719
5349,inf,3.04729
5350,inf,3.04732
5351,inf,3.04736
5352,inf,3.04739
5353,inf,3.04745
5354,inf,3.04753
5355,inf,3.04757
5356,inf,3.04789
5357,inf,3.048
5358,inf,3.04814
5359,inf,3.04822
5360,inf,3.04846
5361,inf,3.0485
5362,inf,3.04884
5363,inf,3.04912
5364,inf,3.04916
5365,inf,3.04916
5366,inf,3.04933
5367,inf,3.04937
5368,inf,3.04937
5369,inf,3.04939
5370,inf,3.04951
5371,inf,3.04961
5372,inf,3.04974
5373,inf,3.04974
5374,inf,3.05001
5375,inf,3.05011
5376,inf,3.05043
5377,inf,3.05046
5378,inf,3.05055
5379,inf,3.05058
5380,inf,3.05061
5381,inf,3.05076
5382,inf,3.05121
5383,inf,3.05154
5384,inf,3.05157
5385,inf,3.05158
5386,inf,3.05181
5387,inf,3.0522
5388,inf,3.05237
5389,inf,3.05255
5390,inf,3.05268
5391,inf,3.05271
5392,inf,3.05277
5393,inf,3.05334
5394,inf,3.05349
5395,inf,3.05352
5396,inf,3.05353
5397,inf,3.05363
5398,inf,3.0538
5399,inf,3.05398
5400,inf,3.05405
5401,inf,3.05406
5402,inf,3.05418
5403,inf,3.0544
5404,inf,3.05444
5405,inf,3.05461
5406,inf,3.05476
5407,inf,3.05497
5408,inf,3.0551
5409,inf,3.0552
5410,inf,3.05529
5411,inf,3.05532
5412,inf,3.05536
5413,inf,3.05572
5414,inf,3.0558
5415,inf,3.05581
5416,inf,3.05587
5417,inf,3.05617
5418,inf,3.0562
5419,inf,3.05626
5420,inf,3.0563
5421,inf,3.05701
5422,inf,3.05712
5423,inf,3.05748
5424,inf,3.05751
5425,inf,3.05754
5426,inf,3.05785
5427,inf,3.05787
5428,inf,3.05802
5429,inf,3.05802
5430,inf,3.05811
5431,inf,3.05821
5432,inf,3.05827
5433,inf,3.05839
5434,inf,3.05853
5435,inf,3.05863
5436,inf,3.05868
5437,inf,3.05877
5438,inf,3.05878
5439,inf,3.05891
5440,inf,3.05891
5441,inf,3.05904
5442,inf,3.05905
5443,inf,3.05913
5444,inf,3.05927
5445,inf,3.05941
5446,inf,3.05948
5447,inf,3.05981
5448,inf,3.05989
5449,inf,3.06013
5450,inf,3.06022
5451,inf,3.06067
5452,inf,3.06082
5453,inf,3.06088
5454,inf,3.06089
5455,inf,3.06103
5456,inf,3.06108
5457,inf,3.06108
5458,inf,3.06111
5459,inf,3.06132
5460,inf,3.06147
5461,inf,3.06151
5462,inf,3.06163
5463,inf,3.06181
5464,inf,3.06216
5465,inf,3.06232
5466,inf,3.06251
5467,inf,3.06264
5468,inf,3.06277
5469,inf,3.0628
5470,inf,3.063
5471,inf,3.06304
5472,inf,3.06333
5473,inf,3.06357
5474,inf,3.06361
5475,inf,3.06363
5476,inf,3.06438
5477,inf,3.06439
5478,inf,3.06475
5479,inf,3.06482
5480,inf,3.06501
5481,inf,3.06509
5482,inf,3.06529
5483,inf,3.0655
5484,inf,3.06558
5485,inf,3.06581
5486,inf,3.06589
5487,inf,3.06607
5488,inf,3.06616
5489,inf,3.06618
5490,inf,3.06627
5491,inf,3.06633
5492,inf,3.06651
5493,inf,3.06671
5494,inf,3.06671
5495,inf,3.0668
5496,inf,3.06692
5497,inf,3.06696
5498,inf,3.06709
5499,inf,3.0675
5500,inf,3.06769
5501,inf,3.06781
5502,inf,3.06785
5503,inf,3.06806
5504,inf,3.06814
5505,inf,3.06817
5506,inf,3.06833
5507,inf,3.06833
5508,inf,3.06834
5509,inf,3.06849
5510,inf,3.06899
5511,inf,3.06905
5512,inf,3.06912
5513,inf,3.06926
5514,inf,3.06933
5515,inf,3.06947
5516,inf,3.06948
5517,inf,3.06967
5518,inf,3.0697
5519,inf,3.06992
5520,inf,3.07019
5521,inf,3.07031
5522,inf,3.0704
5523,inf,3.07043
5524,inf,3.07056
5525,inf,3.07126
5526,inf,3.07151
5527,inf,3.07154
5528,inf,3.07161
5529,inf,3.0717
5530,inf,3.07181
5531,inf,3.07193
5532,inf,3.07195
5533,inf,3.072
5534,inf,3.07224
5535,inf,3.07225
5536,inf,3.07236
5537,inf,3.07332
5538,inf,3.07335
5539,inf,3.07361
5540,inf,3.07387
5541,inf,3.07399
5542,inf,3.07427
5543,inf,3.07455
5544,inf,3.07468
5545,inf,3.07469
5546,inf,3.07469
5547,inf,3.07482
5548,inf,3.07503
5549,inf,3.07508
5550,inf,3.07522
5551,inf,3.07526
5552,inf,3.07566
5553,inf,3.0758
5554,inf,3.07609
5555,inf,3.07615
5556,inf,3.07615
5557,inf,3.0763
5558,inf,3.07645
5559,inf,3.07667
5560,inf,3.0767
5561,inf,3.07683
5562,inf,3.07688
5563,inf,3.07691
5564,inf,3.07709
5565,inf,3.07713
5566,inf,3.07719
5567,inf,3.07752
5568,inf,3.07806
5569,inf,3.07812
5570,inf,3.07821
5571,inf,3.07823
5572,inf,3.07839
5573,inf,3.07859
5574,inf,3.07864
5575,inf,3.07872
5576,inf,3.07872
5577,inf,3.07904
5578,inf,3.07913
5579,inf,3.07919
5580,inf,3.07928
5581,inf,3.07962
5582,inf,3.07987
5583,inf,3.07998
5584,inf,3.08019
5585,inf,3.08024
5586,inf,3.08025
5587,inf,3.08044
5588,inf,3.08047
5589,inf,3.08063
5590,inf,3.08074
5591,inf,3.08077
5592,inf,3.08123
5593,inf,3.08134
5594,inf,3.08141
5595,inf,3.08144
5596,inf,3.08166
5597,inf,3.08191
5598,inf,3.08227
5599,inf,3.08251
5600,inf,3.08277
5601,inf,3.0828
5602,inf,3.08304
5603,inf,3.08309
5604,inf,3.0831
5605,inf,3.08374
5606,inf,3.08384
5607,inf,3.08386
5608,inf,3.08401
5609,inf,3.08417
5610,inf,3.08428
5611,inf,3.08429
5612,inf,3.08431
5613,inf,3.08472
5614,inf,3.0856
5615,inf,3.08564
5616,inf,3.08569
5617,inf,3.08581
5618,inf,3.08612
5619,inf,3.08619
5620,inf,3.08662
5621,inf,3.08671
5622,inf,3.08715
5623,inf,3.08775
5624,inf,3.08791
5625,inf,3.08815
5626,inf,3.08825
5627,inf,3.0883
5628,inf,3.08854
5629,inf,3.08855
5630,inf,3.08861
5631,inf,3.08882
5632,inf,3.08886
5633,inf,3.08901
5634,inf,3.08916
5635,inf,3.08922
5636,inf,3.08939
5637,inf,3.08959
5638,inf,3.0896
5639,inf,3.08983
5640,inf,3.08989
5641,inf,3.09058
5642,inf,3.0906
5643,inf,3.0909
5644,inf,3.09095
5645,inf,3.09106
5646,inf,3.09108
5647,inf,3.09122
5648,inf,3.09127
5649,inf,3.09132
5650,inf,3.09133
5651,inf,3.09142
5652,inf,3.09164
5653,inf,3.09197
5654,inf,3.09206
5655,inf,3.09207
5656,inf,3.09215
5657,inf,3.09225
5658,inf,3.09247
5659,inf,3.0925
5660,inf,3.09253
5661,inf,3.09268
5662,inf,3.09269
5663,inf,3.0927
5664,inf,3.09289
5665,inf,3.09297
5666,inf,3.09298
5667,inf,3.093
5668,inf,3.09318
5669,inf,3.0934
5670,inf,3.09342
5671,inf,3.09348
5672,inf,3.09384
5673,inf,3.0939
5674,inf,3.09416
5675,inf,3.09419
5676,inf,3.0942
5677,inf,3.09434
5678,inf,3.09437
5679,inf,3.09468
5680,inf,3.09482
5681,inf,3.09504
5682,inf,3.09525
5683,inf,3.09534
5684,inf,3.09553
5685,inf,3.09555
5686,inf,3.09559
5687,inf,3.09561
5688,inf,3.09575
5689,inf,3.09586
5690,inf,3.09588
5691,inf,3.09591
5692,inf,3.09603
5693,inf,3.09608
5694,inf,3.09632
5695,inf,3.09647
5696,inf,3.09653
5697,inf,3.09657
5698,inf,3.09658
5699,inf,3.09669
5700,inf,3.0967
5701,inf,3.09686
5702,inf,3.09708
5703,inf,3.09722
5704,inf,3.09735
5705,inf,3.09743
5706,inf,3.09749
5707,inf,3.09774
5708,inf,3.09774
5709,inf,3.09784
5710,inf,3.09789
5711,inf,3.09793
5712,inf,3.09823
5713,inf,3.09874
5714,inf,3.09874
5715,inf,3.09877
5716,inf,3.09877
5717,inf,3.09883
5718,inf,3.09886
5719,inf,3.09891
5720,inf,3.09912
5721,inf,3.09922
